//X,Y,Z,R,G,B,Point Source ID,User Data,Time,Intensity,Classification
440465.88000061,4464104.67999451,5.61000013,0,240,14,4.000000,18.000000,373237.625000,100.000000,1.000000
440461.74000122,4464103.03000061,6.26999998,13,255,0,5.000000,7.000000,373298.875000,63.000000,1.000000
440460.54999878,4464104.80999939,7.63000011,72,255,0,4.000000,15.000000,373230.000000,63.000000,1.000000
440462.46999695,4464103.59999268,7.73999977,77,255,0,4.000000,27.000000,373231.312500,63.000000,1.000000
440463.69999268,4464104.11000244,8.14000034,94,255,0,4.000000,19.000000,373233.218750,63.000000,1.000000
440463.41999390,4464104.80999939,8.69999981,118,255,0,4.000000,1.000000,373233.531250,63.000000,1.000000
440458.79999878,4464106.83999817,7.73000002,76,255,0,4.000000,2.000000,373235.906250,100.000000,1.000000
440465.17998840,4464109.02000610,4.69999981,0,201,53,4.000000,1.000000,373233.812500,63.000000,1.000000
440466.32999756,4464105.55000488,4.86999989,0,208,46,4.000000,2.000000,373237.718750,100.000000,1.000000
440457.52000000,4464107.30000488,7.05000019,47,255,0,4.000000,19.000000,373232.000000,63.000000,1.000000
440459.35999634,4464111.09999268,5.21000004,0,223,31,3.000000,5.000000,373174.562500,63.000000,1.000000
440466.22999146,4464106.78000061,5.63000011,0,241,13,3.000000,20.000000,373177.875000,51.000000,1.000000
440460.57999756,4464103.05999939,7.28000021,56,255,0,4.000000,29.000000,373230.625000,59.000000,1.000000
440463.68999817,4464102.09999268,6.88999987,40,255,0,4.000000,9.000000,373232.031250,63.000000,1.000000
440460.36999084,4464109.81999390,6.92000008,41,255,0,4.000000,19.000000,373232.500000,63.000000,1.000000
440456.52999451,4464105.41000549,6.17999983,9,255,0,4.000000,8.000000,373233.906250,63.000000,1.000000
